id,team_id,team_active,type,pipeline_source,consequence_type,status,push_eligible,created_utc,created_sthlm,published_utc,pushed_utc,pushed_sthlm,push_latency_min,pushed_hour_sthlm,kickoff_utc,match_id,preview_fixture_id,headline,push_title,push_text,immersive_headline,immersive_context,immersive_context_fallback,talking_points,emotional_context,everyone_talking,everyone_talking_headline,worth_knowing,affected_team_ids,body_len,body
1fe8599e-e6db-4167-91b6-e3a690ca4fd4,man_city,t,news,routine,,archived,f,2026-08-08 06:48:06.477405+00,2026-08-08 08:48:06.477405,2026-08-08 06:48:05+00,,,,,,,,Man City reject Barcelona's £38.5m bid for Rodri (City's Spanish midfield captain). City want more than £60m before they'll let him go.,He might have views,City rejected Barcelona's £38.5m Rodri bid. They want over £60m. Talks continue.,"barcelona bid £38.5m.
city said no.
£60m or nothing.","Like haggling at a market when you already know your price. Barcelona opened at £38.5m, City didn't even blink.","Barcelona bid £38.5m for Man City midfielder Rodri, and City rejected it immediately. City want more than £60m before they consider letting the Spain captain leave.","[""Tell [his name] Barcelona's first offer for Rodri was £38.5m and City rejected it flat. He'll have a take on whether that's a realistic valuation."", ""Ask him: does the £60m asking price feel right for someone like Rodri?"", ""He'll probably say Barcelona will come back with a higher bid. Ask him if City should just keep him.""]",drama,t,"Man City reject Barcelona's £38.5m Rodri bid, demand more than £60m",f,{man_city},290,"Barcelona came in with a first offer of £38.5m for Rodri, Man City's Spanish midfield captain, and City said no. Man City are open to selling, but only if Barcelona meet their £60m-plus valuation. Talks are said to be continuing. Nothing agreed yet, but the numbers are now out in the open."
f5d6d39d-dc08-4afa-a6af-5fd96c8fca0f,newcastle,t,news,routine,,archived,t,2026-08-08 06:50:21.303605+00,2026-08-08 08:50:21.303605,2026-08-08 06:50:20+00,2026-08-08 06:50:23.725+00,2026-08-08 08:50:23.725,0.04035658333333333333,08,,,,"Newcastle's new head coach Matthias Jaissle takes charge of his first game today, a friendly against Valencia. The new era begins.","New era, first game","Newcastle's new manager Jaissle takes charge for the first time today. Valencia, 7pm.","jaissle's first game.
today.
valencia away.","It's like following your new line manager's first Zoom call, not because you have to, but because you want to clock how they operate.","Newcastle's new head coach Matthias Jaissle takes charge of his first game today, a friendly against Valencia. A new chapter begins after a summer of big changes at the club.","[""Tell [his name] Jaissle takes charge of his first Newcastle game today against Valencia. He might want to watch."", ""Ask him: what does he expect from Newcastle under a completely new manager this season?"", ""He's been following all the summer drama at Newcastle. Tell him the new chapter actually starts today.""]",exciting,f,,f,{newcastle},376,"The Jaissle era at Newcastle kicks off today. He will take charge of his first friendly as head coach against Valencia this evening, as a new chapter begins at St James' Park. The club have had a big summer, captain Guimarães gone, new manager in, and now the football actually starts. Today is the first proper look at what Matthias Jaissle's Newcastle is going to look like."
4ee1b732-b155-4289-86b2-f1c6a281b276,southampton,f,news,routine,,archived,f,2026-08-08 06:51:50.257383+00,2026-08-08 08:51:50.257383,2026-08-08 06:51:49+00,,,,,,,,Southampton head coach Tonda Eckert says the image of the Spygate scandal is 'far from truth' and praised owner Dragon Solak for backing him through it.,Southampton's defence,Eckert says Spygate image is 'far from truth'. Owner Dragon Solak is backing him.,"spygate.
eckert fires back.
owner's got him.","It's like your mate getting caught snooping through her ex's messages, then her mum going on a WhatsApp group to say the story's been 'completely twisted.'","Southampton's head coach Tonda Eckert says the Spygate scandal has been misrepresented. Owner Dragon Solak is backing the manager through the controversy, even as an FA ban looms.","[""Tell [his name] Southampton's head coach came out defending himself on the Spygate scandal. The owner's backing him publicly."", ""Ask him: does an owner backing a manager through a scandal make the club look stronger or just more stubborn?"", ""He's probably been following the Southampton chaos. Drop 'the coach says it's all been misrepresented' and see what he says.""]",drama,f,,f,{southampton},347,"Southampton's head coach Tonda Eckert has come out fighting over the Spygate scandal, saying the picture of events is 'far from truth.' Eckert says he is 'grateful' to owner Dragon Solak for standing by him through the controversy. The club was caught spying on play-off opponents, and an FA ban is still expected. But Eckert is not going quietly."
513a591f-c6a8-4a40-9b98-7af7c732b3c7,spurs,t,news,routine,,archived,f,2026-08-08 06:53:21.503731+00,2026-08-08 08:53:21.503731,2026-08-08 06:53:20+00,,,,,,,,Tottenham categorically rejected Arsenal's approach for captain Cristian Romero (Spurs defender) and are now in talks to sell him to Atletico Madrid instead.,Spurs snubbed Arsenal,Spurs rejected Arsenal for Romero and are selling to Atletico. Rivals blocked.,"arsenal tried romero.
spurs said no.
atletico get him.","It's like rejecting a job offer because it's from your ex's company, then immediately taking a call from someone completely different. The terms might be the same. The vibe is very different.","Tottenham rejected an approach from Arsenal for captain Cristian Romero, then opened talks with Atletico Madrid instead. The Romero sale looks likely, but it won't be to their rivals.","[""Tell [his name] Spurs turned down Arsenal specifically for Romero before going to Atletico. He'll love that detail."", ""Ask him: is blocking Arsenal part of the thinking, or is Atletico just the better deal?"", ""He'll probably already know the Romero saga. Drop 'Spurs specifically blocked Arsenal' and watch his reaction.""]",drama,t,Tottenham rejected Arsenal's approach for Romero before opening Atletico talks,f,"{spurs,arsenal}",374,"New detail on the Romero situation: Tottenham didn't just decide to sell their captain, they specifically turned down an approach from Arsenal first. According to the Guardian, Spurs categorically rejected Arsenal's interest in Cristian Romero before opening talks with Atletico Madrid. The Argentina defender is expected to leave, but not to his club's north London rivals."
c199f8f3-7990-4691-b9e8-105ef2acde92,arsenal,t,news,routine,,archived,f,2026-08-08 22:38:54.40269+00,2026-08-09 00:38:54.40269,2026-08-08 22:38:53+00,,,,,,,,"Cristian Romero (Spurs defender) reportedly wants Arsenal, not Atletico. Spurs are in talks to sell him to the Spanish side.",Good gossip,Spurs defender Romero reportedly wants Arsenal. Spurs are selling him to Atletico instead.,"romero.
wants arsenal.
atletico in the mix.",Like a Hinge match who's still technically seeing someone else but keeps texting you. Romero wants Arsenal while Spurs are busy selling him somewhere else.,Spurs defender Cristian Romero reportedly wants to join Arsenal this summer. Spurs are currently in talks to sell him to Atletico Madrid instead. Whether the player gets his preferred destination remains to be seen.,"[""Tell him a Spurs defender is apparently pining for Arsenal. He'll have a take."", ""Ask him: would he actually want Arsenal to sign a Spurs player?"", ""He'll probably say it would be funny but it won't happen. See if he's right.""]",drama,f,,f,"{arsenal,spurs}",300,"There's a bit of transfer drama with a funny twist. Cristian Romero (Spurs' Argentine defender) is reportedly being sold to Atletico Madrid, but here's the thing: the player himself reportedly wants Arsenal instead. Spurs are in talks with Atletico, so whether Romero gets his wish is another matter."
1a1753cd-9eb2-4725-9465-c6a58290a47b,chelsea,t,news,routine,,archived,t,2026-08-08 22:41:44.163072+00,2026-08-09 00:41:44.163072,2026-08-08 22:41:43+00,2026-08-08 22:41:47.393+00,2026-08-09 00:41:47.393,0.05383213333333333333,00,,,,"Chelsea beat AC Milan 3-0 in a pre-season friendly, with Joao Pedro (Chelsea striker) scoring twice. Their best display yet under manager Xabi Alonso.",Crisis averted,Chelsea beat AC Milan 3-0 pre-season. Joao Pedro scored twice. Alonso era is picking up.,"chelsea 3-0 milan.
joao pedro brace.
alonso era begins.","Like the new flatmate who takes a few weeks to settle in, then cooks the best dinner of the year. Chelsea looked shaky in pre-season, then beat AC Milan 3-0.",Chelsea bounced back from two pre-season defeats with their best display under Xabi Alonso yet. Joao Pedro scored twice in a 3-0 win over AC Milan in Jakarta. A good sign with the Premier League starting later this month.,"[""Tell him Chelsea beat AC Milan 3-0 today. After two defeats, he'll want to know if Alonso is settling in."", ""Ask him: is Xabi Alonso the right fit for Chelsea's style?"", ""Did you know Chelsea had back-to-back defeats before this? He'll frame this win differently with that context.""]",exciting,f,,f,{chelsea},279,"After two pre-season losses on the bounce, Chelsea looked a different team. Joao Pedro scored twice and they beat AC Milan 3-0 in Jakarta. Sky Sports called it their best performance under manager Xabi Alonso. It might only be pre-season, but the first time it clicks, it clicks."
71342b97-81da-4a20-af9b-4a53df07f583,man_utd,t,news,routine,,archived,t,2026-08-08 22:45:35.647017+00,2026-08-09 00:45:35.647017,2026-08-08 22:45:34+00,2026-08-08 22:45:38.693+00,2026-08-09 00:45:38.693,0.05076638333333333333,00,,,,"Man Utd drew 1-1 with PSG in Gothenburg. Bryan Mbeumo scored the equaliser, and new signing Tielemans (Man Utd midfielder, £35m) had an impressive debut.",He'll like this one,"United held PSG to a 1-1 draw in pre-season. Mbeumo scored, new boy Tielemans impressed.","man utd 1-1 psg.
mbeumo scored.
tielemans arrived.","Like your mate who starts a new job where everyone already knows each other, walks in, and immediately gets everyone laughing. Tielemans looked right at home.","Man Utd drew 1-1 with PSG in a pre-season friendly, with Bryan Mbeumo scoring United's equaliser. New signing Tielemans made an impressive debut cameo. Manager Carrick saw plenty of encouragement.","[""Tell him United held PSG 1-1 today. Mbeumo scored and new boy Tielemans was impressive off the bench."", ""Ask him: is Mbeumo looking like exactly what United needed in midfield?"", ""He'll probably say a draw with PSG means nothing in pre-season. Watch how much he means it.""]",exciting,f,,f,{man_utd},297,"Good signs from Man Utd in pre-season. They held PSG to a 1-1 draw in Gothenburg, with Bryan Mbeumo scoring the equaliser after PSG went ahead early. The other story was Youri Tielemans (their new £35m signing from Monaco) who manager Carrick said showed 'good signs' in an impressive debut cameo."
379611b3-4d03-4e10-a06f-33867d34200e,man_utd,t,news,routine,,archived,f,2026-08-08 22:46:16.059064+00,2026-08-09 00:46:16.059064,2026-08-08 22:46:15+00,,,,,,,,Marcus Rashford is reportedly set to rejoin Man Utd's pre-season camp in Ireland after Barcelona decided not to make his loan permanent.,He might have thoughts,Rashford reportedly back at United's camp. Barcelona didn't take up the permanent deal.,"rashford's back.
united camp.
barcelona passed.","Like the flatmate who said they were moving out, didn't find anywhere, and has quietly unpacked their stuff again. Rashford's back for pre-season.","Marcus Rashford is reportedly rejoining Man Utd's pre-season camp after Barcelona chose not to sign him permanently. His future at Old Trafford is still unclear, but he'll be with the squad in Ireland while it gets worked out.","[""Tell him Rashford is apparently heading back to United's pre-season camp. He'll have a position on what Carrick should do with him."", ""He'll probably already be thinking about whether Carrick keeps him or ships him out in the window."", ""Ask him: does Rashford deserve another chance at United this season?""]",drama,f,,f,{man_utd},289,"Marcus Rashford's move to Barcelona didn't end in a permanent transfer, so he's back in the picture at Man Utd. Reports say he's set to rejoin their pre-season camp in Ireland to prepare for the new season. What manager Carrick decides to do with him from here is the interesting question."
9ba2f98c-1f59-49f0-ba08-4266cad80683,newcastle,t,news,routine,,archived,t,2026-08-08 22:47:26.479892+00,2026-08-09 00:47:26.479892,2026-08-08 22:47:25+00,2026-08-08 22:47:29.302+00,2026-08-09 00:47:29.302,0.04703513333333333333,00,,,,Newcastle beat Valencia 2-1 away in Matthias Jaissle's first game as head coach. Substitute Wissa (Newcastle forward) scored twice in a comeback win.,He'll love this,Newcastle won 2-1 at Valencia in Jaissle's first game. Wissa scored twice off the bench.,"newcastle 2-1.
jaissle wins it.
wissa off bench.",Like the Hinge date who's thirty minutes late and then somehow saves the whole evening. Wissa came on in the second half and won it.,"Matthias Jaissle won his first game as Newcastle manager, beating Valencia 2-1 away in pre-season. Yoane Wissa came off the bench to score twice in a comeback win. A decent first chapter for the new era.","[""Tell him Newcastle won 2-1 in the new manager's first game, with Wissa coming off the bench to score twice."", ""Ask him: is Wissa the striker Newcastle needed stepping up now Guimaraes has gone?"", ""He'll probably say pre-season wins mean nothing. Watch his face while he says it.""]",exciting,f,,f,{newcastle},261,"New manager, winning start. Matthias Jaissle took charge of his first Newcastle game tonight, away at Valencia, and came away with a 2-1 win. Yoane Wissa came off the bench and scored twice in a comeback. A good sign after losing Guimaraes to Arsenal this week."
e431dd3e-0894-42d0-81cc-b9dd24a6cee5,west_ham,f,news,routine,,archived,t,2026-08-08 22:50:07.599754+00,2026-08-09 00:50:07.599754,2026-08-08 22:50:06+00,2026-08-08 22:50:10.644+00,2026-08-09 00:50:10.644,0.05073743333333333333,00,,,,"West Ham beat Portsmouth 3-1 in the League Cup, their first competitive win since relegation. Taty Castellanos (West Ham striker) scored twice.",First win back,West Ham beat Portsmouth 3-1. Castellanos scored twice. First win since relegation.,"west ham 3-1.
castellanos brace.
first win back.","Like the first proper night out after a really rough patch. Nothing's fully changed, but everyone needed a win. West Ham got theirs.","West Ham beat Portsmouth 3-1 in the League Cup, their first competitive win since relegation from the Premier League. Taty Castellanos scored twice. A positive start to a difficult chapter.","[""Tell him West Ham won 3-1 in the League Cup today. Castellanos scored twice. He's been needing this."", ""He'll probably say it's only Portsmouth in the League Cup. Watch him check the result three more times tonight."", ""Ask him: does a win like this help West Ham's confidence going into the Championship?""]",exciting,f,,f,{west_ham},255,"West Ham's first competitive game since dropping out of the Premier League, and they made it a winning one. They beat Portsmouth 3-1 in the League Cup first round, with striker Taty Castellanos scoring twice. A small bit of good news after a tough summer."
fcf94da1-a6d1-47fb-95bd-28524734062f,wolves,f,news,routine,,archived,t,2026-08-08 22:55:36.325534+00,2026-08-09 00:55:36.325534,2026-08-08 22:55:35+00,2026-08-08 22:55:38.885+00,2026-08-09 00:55:38.885,0.04265776666666666667,00,,,,"Phil Parkes, Wolves legend and former Wolverhampton Wanderers goalkeeper, has died aged 79",He'll be sad about this one,"Phil Parkes, Wolves legend goalkeeper, has died aged 79, BBC Sport reports.","a wolves legend
is gone",,"Phil Parkes was the kind of goalkeeper whose name Wolves fans still say with reverence. He died aged 79, and BBC Sport remembered him as a club legend.","[""Tell him you saw the Phil Parkes news, BBC Sport called him a Wolves legend."", ""Ask him what Parkes meant to the club and what he remembers about him."", ""Did you know Phil Parkes was the goalkeeper who became a Wolverhampton legend? These tributes are how you learn.""]",bad_news,t,Wolves legend Phil Parkes has died aged 79,f,{wolves},263,"Phil Parkes, a former Wolverhampton Wanderers goalkeeper remembered as a Wolves legend, has died at the age of 79. BBC Sport broke the news this morning.

If your Wolves fan seems quieter than usual today, now you know why. These are the names that don't go away."
f28cbb11-3e7c-42cc-80b6-e3a53278e8fd,man_utd,t,news,routine,,archived,t,2026-08-09 06:47:24.375004+00,2026-08-09 08:47:24.375004,2026-08-09 06:47:22+00,2026-08-09 06:47:27.722+00,2026-08-09 08:47:27.722,0.05578326666666666667,08,,,,Mason Mount (Man Utd midfielder) went off injured after 20 minutes against PSG. He's had a string of injury problems at Old Trafford.,He might be stressing,Mount went off after 20 minutes with a foot injury in the PSG friendly. He's injury-prone.,"mount.
another injury scare.
off after 20 mins.",Like a Hinge match who writes brilliantly and says all the right things. Then cancels every plan at the last minute.,Mason Mount was taken off with a foot injury after fewer than 20 minutes in Man Utd's PSG friendly. He's had a difficult injury record since arriving at Old Trafford.,"[""Ask him if he's written Mount off for the start of the season, or thinks this is just a pre-season precaution."", ""Tell him you noticed Mount only lasted 20 minutes. He'll have already read every update."", ""He's probably been quietly excited about Mbeumo. Tell him the new signing scored against PSG and see how he reacts.""]",bad_news,f,,f,{man_utd},531,"Pre-season was going well. Man Utd held PSG to a 1-1 draw in Gothenburg on Saturday, with Bryan Mbeumo scoring to cancel out an early goal and new signing Tielemans looking sharp on debut.

But the result was overshadowed by Mason Mount being taken off with a foot injury after fewer than 20 minutes. He started against PSG but didn't last long.

Mount has been hampered by injury problems throughout his time at Old Trafford since joining from Chelsea. Another scare this early in pre-season is not what anyone at the club wanted."
6f7efbfd-2734-49f4-86df-863c5790f09e,nottm_forest,t,news,routine,,archived,f,2026-08-09 06:48:42.976812+00,2026-08-09 08:48:42.976812,2026-08-09 06:48:41+00,,,,,,,,Forest lost to both Udinese and Barcelona in a three-team pre-season tournament in Italy. Udinese won the cup.,Forest in Italy,Forest lost to Udinese and Barcelona in a three-team pre-season cup. Udinese won the lot.,"forest.
losses to both sides.
udinese topped it.","Like being on the Bake Off lineup and getting knocked out in the technical by a contestant you'd never heard of. Still warm-up rounds, though.","Forest lost to both Udinese and Barcelona in a three-team pre-season cup in Italy. The unusual format sees each team play 45-minute matches against the others. It's pre-season, so low stakes.","[""Ask him if he's ever heard of that three-team format before. It's called a triangular match, where each side plays 45 minutes against the other two."", ""Tell him Forest lost to both Udinese and Barcelona in Italy. He'll have a view on whether the pre-season form matters."", ""He might already know the result. Worth asking who he thinks Forest's biggest threat will be when the season starts.""]",,f,,f,{nottm_forest},462,"It was an unusual weekend for Nottingham Forest. They flew to Italy for the inaugural Friuli Venezia Giulia Cup, a three-team format where each side plays 45-minute matches against the other two.

Forest lost both their matches, going down 1-0 to Udinese and 1-0 to Barcelona. Udinese beat all comers to win the cup.

It's pre-season, so not worth panicking about. But the format itself is one [his name] will find genuinely interesting if he hasn't heard of it."
a9a9c097-9bac-4c00-bcf1-438615aea60c,arsenal,t,sunday_brief,routine,,archived,t,2026-08-09 09:24:34.697015+00,2026-08-09 11:24:34.697015,2026-08-09 09:24:32+00,2026-08-09 09:24:39.099+00,2026-08-09 11:24:39.099,0.07336641666666666667,11,,,,Arsenal host Borussia Dortmund today before the Community Shield against Manchester City next Sunday.,"Dortmund today, City Sunday",Arsenal host Dortmund today. Community Shield vs Man City at Principality next Sunday.,"Dortmund today.
City next Sunday.",Arsenal open the pre-season at home before the Community Shield against Man City.,,"[""Tell him today is a good excuse to watch Arsenal in a lower-stakes setting. Dortmund are decent opposition."", ""Worth knowing: the Community Shield against City is next Sunday. That one counts for atmosphere even if not for the title."", ""Ask him how he thinks Arsenal will approach the new Champions League season after going so close last year.""]",,f,,f,,482,"Arsenal won the Premier League last season with 85 points, though the summer still stings a little: they reached the Champions League Final and lost to PSG on penalties in May. The new season is already close. Today they host Borussia Dortmund at the Emirates, Como visit on Wednesday, then the Community Shield at Principality Stadium against Manchester City on Sunday. That City match will feel like the season opener in everything but name. He will be fully locked in by midweek."
171c5dc4-cef9-44cd-b435-d1daac2bfb59,aston_villa,t,sunday_brief,routine,,archived,t,2026-08-09 09:24:39.707358+00,2026-08-09 11:24:39.707358,2026-08-09 09:24:39+00,2026-08-09 09:24:41.801+00,2026-08-09 11:24:41.801,0.03489403333333333333,11,,,,Aston Villa play PSG in the UEFA Super Cup on Wednesday. They earned it by winning the Europa League last season.,Super Cup vs PSG Wednesday,Villa play PSG in the UEFA Super Cup on Wednesday. Europa League winners last season.,"UEFA Super Cup.
PSG on Wednesday.",Villa won the Europa League. Now they face PSG for the Super Cup on Wednesday.,,"[""Tell him Wednesday is a proper occasion. UEFA Super Cup is real silverware, even if it feels like a bonus after last season."", ""Worth knowing: Villa won the Europa League last season. That is not a sentence many people saw coming."", ""Ask him what his expectations are now that Champions League football is back at Villa Park.""]",,f,,f,,500,"Villa had the season of their lives last year: fourth in the Premier League and Europa League winners. The reward is Wednesday at the UEFA Super Cup against PSG, who won the Champions League. Pre-season has been mixed, with a narrow 2-1 defeat to Bayern Munich on Friday in their last warm-up. None of that matters now. Wednesday is a serious occasion. After that, Borussia Monchengladbach in a friendly on Saturday, then the Premier League opener at Brighton on August 23rd. He has a big week ahead."
8520de99-eb60-4244-98be-4d6f8a60de90,bournemouth,t,sunday_brief,routine,,archived,t,2026-08-09 09:24:42.721493+00,2026-08-09 11:24:42.721493,2026-08-09 09:24:42+00,2026-08-09 09:24:44.652+00,2026-08-09 11:24:44.652,0.03217511666666666667,11,,,,Bournemouth drew 2-2 with Real Betis yesterday. The Premier League opens with a trip to Manchester City on the 23rd.,"Betis drew, City awaits",Bournemouth drew 2-2 yesterday. Premier League opener is away at Man City on the 23rd.,"Betis 2-2.
Man City on the 23rd.",Europa League season ahead. The PL opener is away at Man City.,,"[""Ask him if he saw the 10-1 against Genoa in pre-season. That scoreline does not happen by accident."", ""The PL opener is away at Man City on the 23rd. Not the easiest start, but last season proved Bournemouth can compete."", ""Tell him sixth place and Europa League football is a genuinely exciting place to be right now.""]",,f,,f,,502,"Bournemouth finished sixth last season and head into 2026-27 with Europa League football on the agenda. Pre-season has been impressive: a 5-2 win in Augsburg, an extraordinary 10-1 against Genoa, then a 2-2 draw with Real Betis yesterday. Good momentum, even if the defence had its moments against Betis. One more friendly at Mainz next Saturday, then the Premier League opener: away at Manchester City on August 23rd. That is as tough a start as it gets. He knows. He is already composing his excuses."
30506751-048f-4d31-8253-a4cf62daa11e,brentford,t,sunday_brief,routine,,archived,t,2026-08-09 09:24:45.342797+00,2026-08-09 11:24:45.342797,2026-08-09 09:24:44+00,2026-08-09 09:24:47.362+00,2026-08-09 11:24:47.362,0.03365338333333333333,11,,,,Brentford won 4-2 away at Rennes yesterday. The Premier League opener is at home against Tottenham on the 22nd.,Pre-season ending well,Brentford won 4-2 at Rennes yesterday. Premier League opener at home vs Spurs on the 22nd.,"Rennes 4-2.
Spurs on the 22nd.",Good win yesterday. The Premier League season opens at home against Tottenham.,,"[""Tell him the Rennes result yesterday was a strong way to close out pre-season. 4-2 away, clean-looking performance."", ""The PL opener is at home against Spurs on the 22nd. That is the kind of fixture Brentford should be targeting."", ""Ask him what a realistic ambition looks like for Brentford after ninth last season.""]",,f,,f,,490,"Brentford ended pre-season on a strong note yesterday, winning 4-2 away at Rennes. That is a confident result going into the final stretch before the new season. One more friendly at home against Eintracht Frankfurt next Saturday, then the Premier League opener: Tottenham at Brentford Community Stadium on August 22nd. A home game to start, against a Spurs side that had an uncomfortable 17th-place finish last year. He will want to make the most of that. Good times to be a Brentford fan."
d09a147e-3b0f-4326-956c-4d7e671b1bdc,brighton,t,sunday_brief,routine,,archived,t,2026-08-09 09:24:48.239067+00,2026-08-09 11:24:48.239067,2026-08-09 09:24:47+00,2026-08-09 09:24:49.441+00,2026-08-09 11:24:49.441,0.02003221666666666667,11,,,,Brighton beat Roma 3-0 yesterday in the best result of their pre-season. Aston Villa opens the Premier League on the 23rd.,Brighton beat Roma 3-0,Strong pre-season win yesterday. PL opener is at home vs Aston Villa on the 23rd.,"Roma 3-0 yesterday.
Villa on the 23rd.",Brighton in good form. The Premier League opens at home against Aston Villa.,,"[""Tell him the Roma win yesterday was convincing. 3-0 at home with a clean sheet going into the new season."", ""The PL opener is Aston Villa at home on the 23rd. Villa are coming in after the Super Cup. Not a quiet start."", ""Ask him where he thinks Brighton can push this season after eighth last year and a European run on top.""]",,f,,f,,482,"Brighton are in good shape heading into the new season: 4-3 against Strasbourg last weekend, then a clean 3-0 win over Roma yesterday. Conference League football is on the calendar this autumn after finishing eighth. This week has one more friendly, Bologna at the Amex on Saturday, before the Premier League opener: Aston Villa at home on August 23rd. Villa are arriving straight off the back of the Super Cup, which is quite an opening fixture. He will have a lot to say about it."
82c9704c-ad6b-4167-aae9-2aae31be701c,burnley,f,sunday_brief,routine,,archived,t,2026-08-09 09:24:49.930943+00,2026-08-09 11:24:49.930943,2026-08-09 09:24:49+00,2026-08-09 09:24:51.543+00,2026-08-09 11:24:51.543,0.02686761666666666667,11,,,,Burnley are in the Championship this season. The opening game is at home against West Ham on the 16th.,Championship opens on the 16th,Burnley host West Ham in the Championship opener next Sunday. Both sides came down.,"Championship season.
West Ham at home
on the 16th.",Burnley start their Championship campaign against West Ham on August 16th.,,"[""Tell him opening at home against West Ham is a big Championship game on day one. Two relegated clubs, same ambition."", ""Worth knowing: Burnley have been here before and bounced back. The squad knows what this league asks."", ""Ask him if he thinks Burnley can go straight back up this season.""]",,f,,f,,475,"Burnley were relegated last season after finishing 19th. The Championship campaign begins a week today at Turf Moor against West Ham, who were also relegated from the Premier League. Pre-season has had its moments: a loss to Torino, a penalty draw with Notts County yesterday. Nothing to read too much into. The priority now is the league. West Brom away on the 23rd and Norwich away on the 29th follow the opener. He will be hoping this is a one-season visit. Give him that."
cae79b8b-4ba8-412f-b8c0-f2718d3925db,chelsea,t,sunday_brief,routine,,archived,t,2026-08-09 09:24:52.445787+00,2026-08-09 11:24:52.445787,2026-08-09 09:24:51+00,2026-08-09 09:24:54.307+00,2026-08-09 11:24:54.307,0.03102021666666666667,11,,,,Chelsea beat AC Milan 3-0 yesterday in their best result of pre-season. The Premier League opens at Fulham on the 24th.,Chelsea beat Milan 3-0,Strong result yesterday on tour. Premier League opener is at Fulham on the 24th.,"Milan beaten 3-0.
Fulham on the 24th.",Pre-season ending well. The PL opener is the west London derby at Fulham.,,"[""Tell him the Milan result yesterday was the one that matters. 3-0 is a good note to end the tour on."", ""The PL opener is the west London derby away at Fulham on the 24th. He will have opinions."", ""Ask him honestly where he expects Chelsea to finish this season after a tenth-place run last year.""]",,f,,f,,497,"Chelsea are ending pre-season on a high after beating AC Milan 3-0 yesterday. Earlier results were shakier: a loss to Juventus and a defeat to Spurs in friendlies. They are still on their Asian tour today, a game against Johor Darul Takzim, before flying home. Real Sociedad at Stamford Bridge on Saturday is the final warm-up, then the Premier League opener: away at Fulham on August 24th. A west London derby to start the season. He will be full of thoughts about both sides going into that one."
c11d6a51-64b0-4591-b9f5-3b6039b35bed,crystal_palace,t,sunday_brief,routine,,archived,t,2026-08-09 09:24:55.444673+00,2026-08-09 11:24:55.444673,2026-08-09 09:24:54+00,2026-08-09 09:24:58.694+00,2026-08-09 11:24:58.694,0.05415545000000000000,11,,,,"Crystal Palace beat Fulham 2-1 on Friday. The Premier League opener is away at Everton on the 22nd, then City at home six days later.",Palace start with Everton away,"Beat Fulham 2-1 Friday. PL opens at Everton on the 22nd, then City at home on the 28th.","Everton first.
City six days later.",Palace open the season with two tough games back to back. No easing in.,,"[""Tell him the Fulham win on Friday was a tidy way to end pre-season. They looked sharp."", ""The first two PL games are Everton away and then Man City at home. Straight into the deep end on day one."", ""Ask him what he makes of European football being on the schedule this season given where Palace finished in the league.""]",,f,,f,,457,"Palace had a strong end to last season and head into the new campaign with European football ahead. A 2-1 win over Fulham on Friday was a confident way to close out pre-season at home. One friendly remaining this week: away at SC Freiburg in Germany on Saturday. Then the season begins properly: Everton away on August 22nd, followed by Manchester City at Selhurst Park on August 28th. Two demanding fixtures to open the season. He will be straight into it."
d3e54c80-9eef-4d2a-a7b7-c4f67f7d3ffa,everton,t,sunday_brief,routine,,archived,t,2026-08-09 09:24:59.685682+00,2026-08-09 11:24:59.685682,2026-08-09 09:24:59+00,2026-08-09 09:25:03.145+00,2026-08-09 11:25:03.145,0.05765530000000000000,11,,,,Everton lost 3-1 to Stuttgart yesterday. The Premier League season opens at home against Crystal Palace on the 22nd.,"Stuttgart loss, season looms",Everton lost 3-1 yesterday. Premier League opens at home vs Crystal Palace on the 22nd.,"Stuttgart loss.
Palace at home
the 22nd.",Mixed pre-season. The PL opener is Crystal Palace at Goodison on August 22nd.,,"[""Tell him the Stuttgart result yesterday does not mean much. Pre-season, warm-up, move on."", ""The PL opener is Crystal Palace at home on the 22nd. Palace had a good end to last season, so it is a test from day one."", ""Ask him what a good season looks like for Everton this year after thirteenth last time.""]",,f,,f,,522,"Everton had an up-and-down pre-season. A 2-1 win at Hamburger SV last weekend was encouraging, then yesterday brought a 3-1 defeat to Stuttgart in Germany. Pre-season results are what they are, but Stuttgart are a solid side. Newcastle away on Wednesday and Lille at home on Saturday finish the friendlies before the real thing starts. The Premier League opener is Crystal Palace at Goodison on August 22nd. Palace had a strong finish to last season, so that is not an easy opener. He will manage expectations accordingly."
